iter	RMSE
149	0.05335177749
150	0.05330638457
151	0.05329052636
152	0.05327629724
153	0.05325448648
154	0.05323212876
155	0.05320106104
156	0.05318354905
157	0.05314770074
158	0.0531248589
159	0.05310094578
160	0.05308633795
161	0.05306826295
162	0.05306051125
163	0.05305350977
164	0.05303844618
165	0.05301029774
166	0.05298281445
167	0.05295243089
168	0.05292354208
169	0.05290506156
170	0.05288493576
171	0.05286806277
172	0.05285867392
173	0.05283972637
174	0.05282316588
175	0.05280243076
176	0.05278975214
177	0.05277102
178	0.05275657243
179	0.05274221786
180	0.05271893851
181	0.05270929931
182	0.05267947638
183	0.05266375766
184	0.05265135268
185	0.05262861218
186	0.05261089348
187	0.05260401202
188	0.05259176598
189	0.0525692384
190	0.05254347515
191	0.052523508
192	0.05251429802
193	0.05249316218
194	0.05247912997
195	0.05245887521
196	0.05244679332
197	0.05243189616
198	0.05241365215
199	0.05238160427
200	0.0523674709
201	0.0523507704
202	0.05233341944
203	0.05231367135
204	0.0522949587
205	0.05228067794
206	0.05227025581
207	0.05224749125
208	0.05223258563
209	0.05222250579
210	0.05219919035
211	0.05219002144
212	0.05217506088
213	0.05216208721
214	0.05215605761
215	0.05214781106
216	0.0521335559
217	0.05212240952
218	0.05211327813
219	0.05209145843
220	0.05206897628
221	0.05205520609
222	0.05204325583
223	0.05202941275
224	0.05202003546
225	0.05200900642
226	0.05199338953
227	0.05198374064
228	0.05197250782
229	0.05196486539
230	0.05195123866
231	0.05194113138
232	0.05192210606
233	0.05190860849
234	0.05189797996
235	0.05188388364
236	0.05187576137
237	0.05186559723
238	0.05185263857
239	0.05184213445
240	0.05183388392
241	0.05182346517
242	0.05181686543
243	0.05180751363
244	0.0517992175
245	0.0517863074
246	0.05176963613
247	0.05175012194
248	0.05174077827
249	0.05173279279
250	0.05172579858
251	0.05171434166
252	0.05170380654
253	0.05169109998
254	0.05168133599
255	0.05166449427
256	0.05165452817
257	0.05164311315
258	0.05163490095
259	0.05162375771
260	0.05161241654
261	0.0515952036
262	0.05158704256
263	0.05157971716
264	0.05156443004
265	0.05155799128
266	0.05154927614
267	0.05154209306
268	0.0515293461
269	0.05152284774
270	0.05151447695
271	0.05150713828
272	0.05149838481
273	0.05149112696
274	0.05148324059
275	0.05147329799
276	0.05146869917
277	0.05145832145
278	0.05145070882
279	0.05143846594
280	0.05143045813
281	0.05142143495
282	0.05141788864
283	0.0514107152
284	0.0514035719
285	0.05139598126
286	0.05138645327
287	0.05137845426
288	0.05136688493
289	0.05135282377
290	0.05134607323
291	0.05133541676
292	0.05132907042
293	0.05132294703
294	0.05131622228
295	0.05130680176
296	0.05129121496
297	0.05128214046
298	0.05127527359
299	0.0512697094
300	0.05126355425
301	0.05125007916
302	0.05123491646
303	0.05122201306
304	0.05121555356
305	0.05120810637
306	0.05119925835
307	0.05118934938
308	0.05118078132
309	0.05117118572
310	0.05116287537
311	0.05114992911
312	0.05114382014
313	0.05113995569
314	0.05113099499
315	0.05112481845
316	0.05111688098
317	0.05110788031
318	0.05110116148
319	0.05109259737
320	0.05108696735
321	0.05107749978
322	0.05106667218
323	0.05106018771
324	0.05105433325
325	0.05104885713
326	0.05104344123
327	0.0510372042
328	0.05103199412
329	0.05102375141
330	0.05101705744
331	0.05100956527
332	0.05099864302
333	0.05099106653
334	0.05098317056
335	0.05097664907
336	0.05097253711
337	0.05096806683
338	0.05095729785
339	0.0509522096
340	0.0509437285
341	0.05093928996
342	0.05093345807
343	0.05092707689
344	0.05091221711
345	0.05090655511
346	0.050897805
347	0.050886084
348	0.05087862583
349	0.05087272649
350	0.05087103981
351	0.05086561672
352	0.05085872699
353	0.05084965403
354	0.05084395152
355	0.05083685249
356	0.05082659137
357	0.05082044245
358	0.05081143427
359	0.05079579722
360	0.05078970325
361	0.05078341015
362	0.05077381816
363	0.05076840704
364	0.0507638141
365	0.05075875407
366	0.05074945014
367	0.0507418672
368	0.05073559596
369	0.05072933168
370	0.05072255793
371	0.05071494197
372	0.05070489733
373	0.05070041277
374	0.05068966694
375	0.05068572952
376	0.05067639056
377	0.05066390684
378	0.0506528848
379	0.05064686217
380	0.05064166832
381	0.05063607921
382	0.050632867
383	0.05062527525
384	0.05061706447
385	0.05061091918
386	0.05060338408
387	0.05059759247
388	0.05059218652
389	0.05058448416
390	0.05058019062
391	0.05057445507
392	0.05056909068
393	0.05056092106
394	0.0505535905
395	0.05054885483
396	0.05054479321
397	0.05053753602
398	0.05052808927
399	0.05052344275
400	0.0505179821
401	0.05051338475
402	0.05050681919
403	0.050502213
404	0.05049912698
405	0.05049344175
406	0.05048917681
407	0.05048173526
408	0.05047625128
409	0.05047308506
410	0.05046623744
411	0.05046001109
412	0.05045509008
413	0.05045031472
414	0.05044433167
415	0.05044054278
416	0.0504334275
417	0.05042765118
418	0.05042397325
419	0.0504178029
420	0.05041234946
421	0.05040682249
422	0.05040271447
423	0.05039965869
424	0.05039519353
425	0.05039052632
426	0.05038510904
427	0.05038050304
428	0.05037643863
429	0.05037254455
430	0.05036583995
431	0.05036183929
432	0.05035699087
433	0.05035070793
434	0.05034609792
435	0.05033551049
436	0.05033137662
437	0.0503272572
438	0.05032055357
439	0.05031412258
440	0.05030998967
441	0.05030550808
442	0.05030106066
443	0.05029746011
444	0.05029092757
445	0.05028551198
446	0.05028175811
447	0.0502755884
448	0.05027035783
449	0.05026387574
450	0.05025876083
451	0.05025345489
452	0.05024502835
453	0.05024033399
454	0.05023404372
455	0.05023059099
456	0.05022609612
457	0.05022036788
458	0.05021559385
459	0.05021019449
460	0.05020606599
461	0.0502032775
462	0.05019756018
463	0.05018925977
464	0.05018225448
465	0.05017810832
466	0.05017428278
467	0.05016940504
468	0.05016497055
469	0.05016025317
470	0.05015701467
471	0.0501482302
472	0.05014463178
473	0.05013859825
474	0.05013535917
475	0.05013081508
476	0.05012620214
477	0.05012357939
478	0.05011764067
479	0.05011150786
480	0.05010750134
481	0.05010105053
482	0.05009594741
483	0.05008962849
484	0.05008376742
485	0.05007742593
486	0.05007203963
487	0.05006689532
488	0.05006249949
489	0.05005574714
490	0.05004988536
491	0.05004299208
492	0.05003972267
493	0.05003428434
494	0.05002887675
495	0.05002556707
496	0.05002152908
497	0.05001684394
498	0.05001309748
499	0.05000902002
500	0.0500037905
501	0.04999960707
502	0.04999374689
503	0.04998788683
504	0.04998258452
505	0.04997768625
506	0.04997310187
507	0.04996974705
508	0.04996569313
509	0.04996130075
510	0.04995501902
511	0.04994762671
512	0.04994186028
513	0.04993708655
514	0.04993221802
515	0.04992915449
516	0.04992342237
517	0.04991917096
518	0.04991550397
519	0.04991231541
520	0.0499094855
521	0.04990590614
522	0.04990258821
523	0.04989791683
524	0.0498923234
525	0.04988747103
526	0.04988255913
527	0.04987877954
528	0.04987313388
529	0.04986786595
530	0.04986374523
531	0.04985946238
532	0.04985364578
533	0.04984904031
534	0.04984655849
535	0.04984272415
536	0.04983746197
537	0.04983263804
538	0.04983034168
539	0.04982613231
540	0.0498205198
541	0.04981694124
542	0.04981080058
543	0.04980669733
544	0.04980247029
545	0.04979793687
546	0.04979334308
547	0.04978920676
548	0.04978481267
549	0.04977919549
550	0.04977658223
551	0.04977343375
552	0.04976855316
553	0.0497591396
554	0.04975552385
555	0.0497516293
556	0.04974709931
557	0.04974192166
558	0.04973683765
559	0.04973302327
560	0.0497288007
561	0.04972626707
562	0.0497212952
563	0.04971442954
564	0.04970937464
565	0.04970517348
566	0.04969936603
567	0.04969477667
568	0.04969084324
569	0.0496825564
570	0.04967745077
571	0.0496743378
572	0.04967032161
573	0.04966450588
574	0.04966206853
575	0.04965748702
576	0.04965316403
577	0.0496495717
578	0.04964497831
579	0.04964046083
580	0.04963422336
581	0.04963208847
582	0.04962710367
583	0.04962339609
584	0.04961705917
585	0.04961214127
586	0.04960828587
587	0.04960538619
588	0.04960285655
589	0.04959859439
590	0.04959349996
591	0.04958883934
592	0.0495847226
593	0.04957909966
594	0.04957461585
595	0.0495697048
596	0.04956477627
597	0.04955988209
598	0.04955557726
599	0.0495520202
600	0.0495479331
601	0.04954424763
602	0.04953653274
603	0.04953267734
604	0.04952944072
605	0.04952659897
606	0.04952304068
607	0.04952048578
608	0.04951726474
609	0.04951241145
610	0.04950860819
611	0.04950351539
612	0.04950073778
613	0.04949661697
614	0.04949067386
615	0.04948652208
616	0.04948112222
617	0.04947694959
618	0.04947412308
619	0.04946949392
620	0.04946435526
621	0.04946093148
622	0.04945728631
623	0.04945289467
624	0.04944851154
625	0.04944555038
626	0.04944320259
627	0.04943944607
628	0.04943326172
629	0.04942902231
630	0.04942586886
631	0.0494226692
632	0.04941796366
633	0.04941285963
634	0.04940872464
635	0.04940515483
636	0.04940079692
637	0.04939878926
638	0.04939406908
639	0.04938951375
640	0.04938703547
641	0.04938088375
642	0.04937593704
643	0.04937129627
644	0.04936703945
645	0.04936154413
646	0.04935823224
647	0.04935419192
648	0.04934990804
649	0.04934580537
650	0.04934139018
651	0.04933667916
652	0.04933243543
653	0.04932840042
654	0.04932420918
655	0.04931942451
656	0.0493157846
657	0.0493125582
658	0.04930870895
659	0.04930317599
660	0.04929988385
661	0.04929640683
662	0.04929358547
663	0.04929089884
664	0.0492869797
665	0.04928391559
666	0.04928072845
667	0.04927716321
668	0.04927407984
669	0.04926803646
670	0.04926439289
671	0.04926123856
672	0.04925792325
673	0.04925401288
674	0.04925038054
675	0.04924455944
676	0.04924017101
677	0.0492364147
678	0.04923302976
679	0.04922973352
680	0.0492255035
681	0.04922235054
682	0.04921910908
683	0.04921517311
684	0.04921317815
685	0.04920924052
686	0.04920574179
687	0.04920182234
688	0.04919830463
689	0.04919388844
690	0.04919090774
691	0.04918857868
692	0.04918077307
693	0.04917754915
694	0.04917402244
695	0.04917091265
696	0.04916762836
697	0.04916283828
698	0.04915986937
699	0.04915470666
700	0.04915185431
701	0.04914839194
702	0.04914321092
703	0.04913918014
704	0.04913734038
705	0.04913389186
706	0.04913059771
707	0.04912570062
708	0.04912072255
709	0.04911699505
710	0.04911362075
711	0.04911060124
712	0.04910976679
713	0.04910682247
714	0.04910284711
715	0.04909875604
716	0.04909650971
717	0.04909355348
718	0.04908898181
719	0.04908600637
720	0.04908178808
721	0.04907850745
722	0.04907529179
723	0.04907231623
724	0.04906539547
725	0.04906205619
726	0.04905738873
727	0.04905258106
728	0.04904771782
729	0.04904432696
730	0.0490407166
731	0.04903741019
732	0.0490332791
733	0.0490312281
734	0.04902707434
735	0.04902538328
736	0.04902162126
737	0.04901775217
738	0.04901410608
739	0.04901168726
740	0.04900689506
741	0.0490037045
742	0.04900039311
743	0.04899658367
744	0.04899320514
745	0.04899025471
