iter	Passed	Remaining
1670	22702	14850
1671	22716	14836
1672	22730	14823
1673	22745	14810
1674	22759	14796
1675	22772	14783
1676	22787	14770
1677	22801	14756
1678	22814	14743
1679	22829	14730
1680	22843	14716
1681	22857	14703
1682	22871	14690
1683	22886	14677
1684	22899	14664
1685	22914	14650
1686	22928	14637
1687	22942	14624
1688	22955	14610
1689	22970	14597
1690	22984	14584
1691	22998	14571
1692	23013	14558
1693	23028	14545
1694	23041	14531
1695	23055	14518
1696	23069	14505
1697	23083	14491
1698	23097	14478
1699	23112	14465
1700	23126	14452
1701	23139	14438
1702	23153	14424
1703	23166	14411
1704	23181	14398
1705	23195	14384
1706	23208	14371
1707	23223	14358
1708	23236	14344
1709	23251	14331
1710	23265	14318
1711	23279	14304
1712	23293	14291
1713	23307	14278
1714	23320	14264
1715	23334	14250
1716	23348	14237
1717	23362	14224
1718	23376	14210
1719	23390	14197
1720	23404	14184
1721	23418	14170
1722	23432	14157
1723	23447	14144
1724	23461	14131
1725	23474	14117
1726	23488	14104
1727	23502	14090
1728	23516	14077
1729	23530	14063
1730	23543	14050
1731	23557	14036
1732	23570	14022
1733	23584	14009
1734	23598	13995
1735	23612	13982
1736	23626	13969
1737	23640	13955
1738	23654	13942
1739	23668	13928
1740	23682	13915
1741	23695	13901
1742	23709	13888
1743	23723	13874
1744	23736	13861
1745	23751	13847
1746	23765	13834
1747	23780	13821
1748	23793	13808
1749	23807	13794
1750	23822	13781
1751	23836	13768
1752	23850	13755
1753	23863	13741
1754	23878	13728
1755	23891	13714
1756	23905	13701
1757	23920	13688
1758	23936	13676
1759	23951	13663
1760	23965	13650
1761	23980	13637
1762	23994	13623
1763	24009	13610
1764	24022	13596
1765	24035	13583
1766	24049	13569
1767	24062	13555
1768	24077	13542
1769	24091	13529
1770	24105	13516
1771	24119	13502
1772	24133	13489
1773	24147	13475
1774	24161	13462
1775	24175	13448
1776	24189	13435
1777	24203	13422
1778	24217	13408
1779	24231	13395
1780	24245	13382
1781	24259	13368
1782	24273	13355
1783	24288	13342
1784	24302	13328
1785	24316	13315
1786	24330	13301
1787	24343	13288
1788	24357	13274
1789	24371	13261
1790	24384	13247
1791	24398	13234
1792	24411	13220
1793	24425	13206
1794	24438	13192
1795	24453	13179
1796	24467	13166
1797	24481	13152
1798	24495	13139
1799	24508	13125
1800	24523	13112
1801	24537	13099
1802	24551	13085
1803	24565	13072
1804	24579	13058
1805	24592	13045
1806	24606	13031
1807	24619	13017
1808	24633	13004
1809	24646	12990
1810	24660	12976
1811	24673	12963
1812	24687	12949
1813	24700	12935
1814	24714	12922
1815	24728	12908
1816	24741	12895
1817	24755	12881
1818	24769	12868
1819	24783	12854
1820	24797	12841
1821	24811	12827
1822	24825	12814
1823	24839	12801
1824	24853	12787
1825	24867	12774
1826	24881	12760
1827	24895	12747
1828	24908	12733
1829	24923	12720
1830	24937	12707
1831	24951	12693
1832	24964	12679
1833	24978	12666
1834	24992	12652
1835	25006	12639
1836	25020	12625
1837	25034	12612
1838	25047	12598
1839	25061	12585
1840	25075	12571
1841	25089	12558
1842	25103	12544
1843	25117	12531
1844	25132	12518
1845	25146	12505
1846	25161	12492
1847	25175	12478
1848	25190	12465
1849	25204	12452
1850	25218	12438
1851	25231	12425
1852	25246	12411
1853	25259	12398
1854	25272	12384
1855	25286	12370
1856	25300	12357
1857	25314	12343
1858	25329	12330
1859	25343	12317
1860	25356	12303
1861	25370	12290
1862	25384	12276
1863	25397	12262
1864	25411	12249
1865	25425	12235
1866	25440	12222
1867	25454	12209
1868	25467	12195
1869	25482	12182
1870	25495	12168
1871	25509	12155
1872	25524	12142
1873	25537	12128
1874	25551	12114
1875	25565	12101
1876	25579	12088
1877	25594	12074
1878	25607	12061
1879	25622	12047
1880	25637	12034
1881	25651	12021
1882	25664	12007
1883	25678	11994
1884	25693	11981
1885	25706	11967
1886	25720	11953
1887	25734	11940
1888	25748	11927
1889	25762	11913
1890	25776	11900
1891	25790	11886
1892	25804	11873
1893	25818	11859
1894	25832	11846
1895	25847	11833
1896	25861	11819
1897	25875	11806
1898	25890	11793
1899	25904	11779
1900	25918	11766
1901	25932	11752
1902	25946	11739
1903	25960	11725
1904	25975	11712
1905	25989	11699
1906	26004	11686
1907	26019	11673
1908	26033	11659
1909	26048	11646
1910	26062	11633
1911	26076	11619
1912	26090	11606
1913	26104	11592
1914	26118	11579
1915	26132	11566
1916	26147	11552
1917	26161	11539
1918	26175	11525
1919	26188	11512
1920	26202	11498
1921	26217	11485
1922	26231	11471
1923	26245	11458
1924	26259	11444
1925	26273	11431
1926	26286	11417
1927	26299	11403
1928	26313	11390
1929	26327	11376
1930	26341	11363
1931	26355	11349
1932	26369	11336
1933	26382	11322
1934	26396	11308
1935	26410	11295
1936	26424	11281
1937	26437	11268
1938	26451	11254
1939	26466	11241
1940	26480	11227
1941	26494	11214
1942	26508	11201
1943	26522	11187
1944	26536	11173
1945	26549	11160
1946	26562	11146
1947	26576	11132
1948	26590	11119
1949	26603	11105
1950	26617	11091
1951	26632	11078
1952	26646	11065
1953	26660	11051
1954	26674	11038
1955	26688	11024
1956	26701	11010
1957	26716	10997
1958	26731	10984
1959	26745	10971
1960	26759	10957
1961	26774	10944
1962	26788	10931
1963	26803	10917
1964	26817	10904
1965	26830	10890
1966	26844	10876
1967	26858	10863
1968	26872	10849
1969	26886	10836
1970	26900	10822
1971	26914	10809
1972	26928	10795
1973	26942	10782
1974	26956	10769
1975	26971	10755
1976	26985	10742
1977	26999	10728
1978	27013	10715
1979	27027	10701
1980	27042	10688
1981	27056	10675
1982	27069	10661
1983	27083	10647
1984	27096	10634
1985	27110	10620
1986	27125	10607
1987	27139	10593
1988	27153	10580
1989	27167	10566
1990	27181	10553
1991	27195	10539
1992	27210	10526
1993	27225	10513
1994	27238	10499
1995	27252	10485
1996	27267	10472
1997	27281	10459
1998	27295	10445
1999	27309	10432
2000	27323	10418
2001	27336	10404
2002	27350	10391
2003	27364	10377
2004	27378	10364
2005	27392	10350
2006	27406	10337
2007	27420	10323
2008	27435	10310
2009	27449	10296
2010	27463	10283
2011	27478	10270
2012	27492	10256
2013	27506	10243
2014	27520	10229
2015	27535	10216
2016	27549	10203
2017	27563	10189
2018	27577	10175
2019	27590	10161
2020	27604	10148
2021	27617	10134
2022	27631	10121
2023	27645	10107
2024	27658	10093
2025	27673	10080
2026	27687	10066
2027	27701	10053
2028	27715	10039
2029	27729	10026
2030	27743	10012
2031	27758	9999
2032	27772	9985
2033	27786	9972
2034	27800	9958
2035	27814	9945
2036	27828	9931
2037	27842	9918
2038	27855	9904
2039	27869	9891
2040	27883	9877
2041	27898	9864
2042	27912	9850
2043	27927	9837
2044	27941	9824
2045	27955	9810
2046	27969	9796
2047	27982	9783
2048	28018	9777
2049	28033	9763
2050	28047	9750
2051	28061	9736
2052	28075	9723
2053	28090	9709
2054	28104	9696
2055	28124	9684
2056	28138	9671
2057	28152	9657
2058	28166	9644
2059	28180	9630
2060	28194	9617
2061	28208	9603
2062	28222	9589
2063	28236	9576
2064	28250	9562
2065	28264	9549
2066	28278	9535
2067	28293	9522
2068	28306	9508
2069	28321	9495
2070	28335	9481
2071	28349	9468
2072	28362	9454
2073	28377	9440
2074	28391	9427
2075	28405	9413
2076	28419	9400
2077	28433	9386
2078	28446	9372
2079	28459	9358
2080	28473	9345
2081	28488	9332
2082	28503	9318
2083	28517	9305
2084	28531	9291
2085	28544	9277
2086	28558	9264
2087	28571	9250
2088	28586	9236
2089	28601	9223
2090	28615	9210
2091	28629	9196
2092	28642	9182
2093	28656	9169
2094	28670	9155
2095	28683	9141
2096	28697	9127
2097	28711	9114
2098	28724	9100
2099	28738	9086
2100	28752	9073
2101	28766	9059
2102	28780	9046
2103	28795	9032
2104	28808	9018
2105	28822	9005
2106	28836	8991
2107	28850	8978
2108	28864	8964
2109	28879	8951
2110	28893	8937
2111	28907	8924
2112	28921	8910
2113	28935	8896
2114	28949	8883
2115	28964	8870
2116	28978	8856
2117	28992	8842
2118	29006	8829
2119	29020	8815
2120	29034	8802
2121	29048	8788
2122	29063	8775
2123	29078	8761
2124	29093	8748
2125	29108	8735
2126	29123	8722
2127	29138	8708
2128	29153	8695
2129	29167	8681
2130	29180	8667
2131	29194	8654
2132	29208	8640
2133	29222	8627
2134	29238	8613
2135	29252	8600
2136	29269	8587
2137	29285	8574
2138	29300	8561
2139	29314	8547
2140	29329	8534
2141	29343	8520
2142	29357	8507
2143	29370	8493
2144	29383	8479
2145	29398	8465
2146	29412	8452
2147	29425	8438
2148	29440	8425
2149	29454	8411
2150	29468	8397
2151	29482	8384
2152	29496	8370
2153	29511	8357
2154	29524	8343
2155	29538	8329
2156	29552	8316
2157	29566	8302
2158	29580	8289
2159	29594	8275
2160	29608	8261
2161	29621	8248
2162	29635	8234
2163	29649	8220
2164	29663	8207
2165	29676	8193
2166	29690	8179
2167	29704	8166
2168	29718	8152
2169	29733	8138
2170	29746	8125
2171	29760	8111
2172	29773	8097
2173	29788	8084
2174	29802	8070
2175	29815	8056
2176	29829	8043
2177	29843	8029
2178	29857	8015
2179	29871	8002
2180	29885	7988
2181	29898	7974
2182	29912	7961
2183	29926	7947
2184	29940	7933
2185	29955	7920
2186	29969	7906
2187	29983	7893
2188	29997	7879
2189	30010	7865
2190	30025	7852
2191	30039	7838
2192	30054	7825
2193	30068	7811
2194	30081	7797
2195	30094	7784
2196	30109	7770
2197	30124	7757
2198	30138	7743
2199	30151	7729
2200	30166	7716
2201	30181	7702
2202	30195	7689
2203	30209	7675
2204	30223	7662
2205	30237	7648
2206	30251	7634
2207	30265	7621
2208	30279	7607
2209	30293	7593
2210	30306	7580
2211	30320	7566
2212	30334	7552
2213	30348	7539
2214	30362	7525
2215	30376	7511
2216	30390	7498
2217	30405	7484
2218	30419	7471
2219	30432	7457
2220	30447	7443
2221	30461	7430
2222	30475	7416
2223	30489	7402
2224	30503	7389
2225	30517	7375
2226	30531	7362
2227	30546	7348
2228	30561	7335
2229	30575	7321
2230	30589	7308
2231	30604	7294
2232	30617	7280
2233	30631	7267
2234	30645	7253
2235	30659	7239
2236	30673	7226
2237	30687	7212
2238	30701	7198
2239	30715	7185
2240	30729	7171
2241	30743	7157
2242	30756	7144
2243	30771	7130
2244	30785	7117
2245	30799	7103
2246	30814	7089
2247	30828	7076
2248	30842	7062
2249	30856	7048
2250	30869	7035
2251	30883	7021
2252	30897	7007
2253	30910	6993
2254	30924	6980
2255	30938	6966
2256	30952	6953
2257	30966	6939
2258	30980	6925
2259	30994	6912
2260	31008	6898
2261	31022	6884
2262	31036	6871
2263	31050	6857
2264	31064	6843
2265	31078	6830
2266	31092	6816
2267	31107	6803
2268	31121	6789
2269	31134	6775
2270	31149	6762
2271	31163	6748
2272	31177	6734
2273	31191	6721
2274	31205	6707
2275	31220	6694
2276	31234	6680
2277	31248	6666
2278	31262	6652
2279	31276	6639
2280	31290	6625
2281	31304	6612
2282	31318	6598
2283	31332	6584
2284	31346	6571
2285	31361	6557
2286	31375	6543
2287	31389	6530
2288	31403	6516
2289	31416	6502
2290	31430	6489
2291	31443	6475
2292	31457	6461
2293	31471	6448
2294	31486	6434
2295	31500	6420
2296	31514	6407
2297	31528	6393
2298	31542	6379
2299	31556	6366
2300	31570	6352
2301	31584	6338
2302	31598	6325
2303	31612	6311
2304	31626	6297
2305	31639	6284
2306	31653	6270
2307	31667	6256
2308	31681	6243
2309	31695	6229
2310	31709	6215
2311	31723	6202
2312	31737	6188
2313	31751	6174
2314	31765	6160
2315	31779	6147
2316	31793	6133
2317	31806	6119
2318	31820	6106
2319	31834	6092
2320	31848	6078
2321	31863	6065
2322	31877	6051
2323	31892	6038
2324	31906	6024
2325	31920	6010
2326	31933	5997
2327	31947	5983
2328	31962	5969
2329	31975	5956
2330	31992	5942
2331	32012	5930
2332	32026	5916
2333	32041	5903
2334	32056	5889
2335	32071	5876
2336	32086	5862
2337	32100	5848
2338	32114	5835
2339	32128	5821
2340	32143	5808
2341	32157	5794
2342	32171	5780
2343	32187	5767
2344	32205	5754
2345	32220	5740
2346	32234	5727
2347	32248	5713
2348	32263	5700
2349	32278	5686
2350	32293	5673
2351	32308	5659
2352	32322	5645
2353	32338	5632
2354	32351	5618
2355	32366	5605
2356	32384	5592
2357	32399	5578
2358	32414	5564
2359	32428	5551
2360	32443	5537
2361	32457	5524
2362	32471	5510
2363	32485	5496
2364	32500	5483
2365	32515	5469
2366	32529	5455
2367	32543	5442
2368	32558	5428
2369	32572	5414
2370	32586	5401
2371	32600	5387
2372	32615	5373
2373	32629	5360
2374	32645	5346
2375	32660	5333
2376	32675	5319
2377	32689	5306
2378	32703	5292
2379	32717	5278
2380	32733	5265
2381	32747	5251
2382	32761	5237
2383	32775	5224
2384	32789	5210
2385	32803	5196
2386	32818	5183
2387	32832	5169
2388	32846	5155
2389	32861	5142
2390	32875	5128
2391	32890	5115
2392	32904	5101
2393	32918	5087
2394	32933	5074
2395	32947	5060
2396	32961	5046
2397	32976	5033
2398	32991	5019
2399	33005	5005
2400	33020	4992
2401	33034	4978
2402	33049	4964
2403	33063	4951
2404	33078	4937
2405	33092	4924
2406	33107	4910
2407	33121	4896
2408	33135	4883
2409	33149	4869
2410	33164	4855
2411	33178	4842
2412	33193	4828
2413	33207	4814
2414	33220	4800
2415	33235	4787
2416	33249	4773
2417	33263	4759
2418	33277	4746
2419	33291	4732
2420	33306	4718
2421	33320	4705
2422	33335	4691
2423	33349	4677
2424	33362	4663
2425	33377	4650
2426	33390	4636
2427	33403	4622
2428	33417	4608
2429	33431	4595
2430	33445	4581
2431	33459	4567
2432	33473	4553
2433	33486	4540
2434	33501	4526
2435	33516	4512
2436	33529	4499
2437	33543	4485
2438	33557	4471
2439	33571	4457
2440	33584	4444
2441	33598	4430
2442	33612	4416
2443	33627	4402
2444	33641	4389
2445	33656	4375
2446	33670	4361
2447	33685	4348
2448	33700	4334
2449	33715	4321
2450	33730	4307
2451	33745	4293
2452	33759	4280
2453	33774	4266
2454	33788	4252
2455	33802	4239
2456	33816	4225
2457	33830	4211
2458	33843	4197
2459	33858	4184
2460	33872	4170
2461	33886	4156
2462	33900	4142
2463	33915	4129
2464	33929	4115
2465	33943	4101
2466	33957	4088
2467	33972	4074
2468	33985	4060
2469	33999	4046
2470	34013	4033
2471	34026	4019
2472	34040	4005
2473	34054	3991
2474	34068	3978
2475	34082	3964
2476	34096	3950
2477	34109	3936
2478	34123	3923
2479	34138	3909
2480	34152	3895
2481	34167	3882
2482	34181	3868
2483	34195	3854
2484	34209	3840
2485	34223	3827
2486	34237	3813
2487	34252	3799
2488	34266	3785
2489	34280	3772
2490	34294	3758
2491	34308	3744
2492	34321	3730
2493	34334	3717
2494	34348	3703
2495	34362	3689
2496	34376	3675
2497	34390	3662
2498	34403	3648
2499	34417	3634
2500	34431	3620
2501	34446	3607
2502	34460	3593
2503	34473	3579
2504	34488	3565
2505	34502	3552
2506	34516	3538
2507	34530	3524
2508	34545	3510
2509	34559	3497
2510	34573	3483
2511	34588	3469
2512	34602	3456
2513	34616	3442
2514	34630	3428
2515	34643	3414
2516	34658	3401
2517	34671	3387
2518	34685	3373
2519	34699	3359
2520	34713	3346
2521	34727	3332
2522	34741	3318
2523	34755	3304
2524	34769	3291
2525	34782	3277
2526	34796	3263
2527	34811	3249
2528	34825	3236
2529	34839	3222
2530	34853	3208
2531	34866	3194
2532	34880	3180
2533	34894	3167
2534	34908	3153
2535	34922	3139
2536	34936	3125
2537	34950	3112
2538	34964	3098
2539	34980	3084
2540	34994	3071
2541	35008	3057
2542	35021	3043
2543	35036	3029
2544	35049	3016
2545	35063	3002
2546	35078	2988
2547	35091	2974
2548	35106	2961
2549	35120	2947
2550	35134	2933
2551	35149	2919
2552	35163	2906
2553	35177	2892
2554	35191	2878
2555	35205	2864
2556	35219	2851
2557	35233	2837
2558	35248	2823
2559	35262	2809
2560	35277	2796
2561	35291	2782
2562	35306	2768
2563	35320	2755
2564	35334	2741
2565	35348	2727
2566	35362	2713
2567	35376	2700
2568	35390	2686
2569	35403	2672
2570	35418	2658
2571	35432	2645
2572	35446	2631
2573	35460	2617
2574	35473	2603
2575	35487	2589
2576	35501	2576
2577	35515	2562
2578	35529	2548
2579	35543	2534
2580	35557	2521
2581	35571	2507
2582	35586	2493
2583	35600	2479
2584	35615	2466
2585	35629	2452
2586	35643	2438
2587	35657	2424
2588	35671	2411
2589	35685	2397
2590	35698	2383
2591	35713	2369
2592	35726	2356
2593	35740	2342
2594	35754	2328
2595	35768	2314
2596	35783	2301
2597	35797	2287
2598	35812	2273
2599	35826	2259
2600	35840	2246
2601	35853	2232
2602	35868	2218
2603	35882	2204
2604	35896	2190
2605	35909	2177
2606	35924	2163
2607	35938	2149
2608	35952	2135
2609	35965	2122
2610	35980	2108
2611	35994	2094
2612	36008	2080
2613	36022	2067
2614	36036	2053
2615	36050	2039
2616	36064	2025
2617	36077	2011
2618	36090	1998
2619	36104	1984
2620	36118	1970
2621	36132	1956
2622	36145	1943
2623	36160	1929
2624	36174	1915
2625	36188	1901
2626	36202	1887
2627	36217	1874
2628	36231	1860
2629	36246	1846
2630	36259	1832
2631	36273	1819
2632	36287	1805
2633	36300	1791
2634	36314	1777
2635	36328	1764
2636	36342	1750
2637	36356	1736
2638	36370	1722
2639	36384	1708
2640	36398	1695
2641	36413	1681
2642	36426	1667
2643	36440	1653
2644	36454	1640
2645	36468	1626
2646	36482	1612
2647	36496	1598
2648	36510	1585
2649	36524	1571
2650	36539	1557
2651	36553	1543
2652	36567	1529
2653	36581	1516
2654	36595	1502
2655	36608	1488
2656	36622	1474
2657	36636	1461
2658	36650	1447
2659	36665	1433
2660	36678	1419
2661	36692	1405
2662	36706	1392
2663	36719	1378
2664	36733	1364
2665	36747	1350
2666	36761	1337
2667	36774	1323
2668	36787	1309
2669	36801	1295
2670	36815	1281
2671	36830	1268
2672	36844	1254
2673	36858	1240
2674	36873	1226
2675	36887	1213
2676	36901	1199
2677	36915	1185
2678	36930	1171
2679	36944	1157
2680	36958	1144
2681	36971	1130
2682	36985	1116
2683	36999	1102
2684	37013	1089
2685	37027	1075
2686	37041	1061
2687	37055	1047
2688	37069	1033
2689	37082	1020
2690	37096	1006
2691	37111	992
2692	37125	978
2693	37139	965
2694	37153	951
2695	37167	937
2696	37181	923
2697	37196	909
2698	37210	896
2699	37225	882
2700	37240	868
2701	37254	854
2702	37268	841
2703	37282	827
2704	37296	813
2705	37309	799
2706	37323	785
2707	37337	772
2708	37351	758
2709	37364	744
2710	37377	730
2711	37390	716
2712	37404	703
2713	37418	689
2714	37432	675
2715	37446	661
2716	37460	648
2717	37473	634
2718	37488	620
2719	37502	606
2720	37516	592
2721	37531	579
2722	37545	565
2723	37559	551
2724	37573	537
2725	37587	523
2726	37601	510
2727	37615	496
2728	37629	482
2729	37643	468
2730	37657	455
2731	37671	441
2732	37685	427
2733	37699	413
2734	37713	399
2735	37727	386
2736	37741	372
2737	37755	358
2738	37769	344
2739	37783	330
2740	37797	317
2741	37811	303
2742	37826	289
2743	37840	275
2744	37854	262
2745	37868	248
2746	37882	234
2747	37896	220
2748	37910	206
2749	37924	193
2750	37938	179
2751	37952	165
2752	37965	151
2753	37980	137
2754	37994	124
2755	38008	110
2756	38022	96
2757	38036	82
2758	38050	68
2759	38065	55
2760	38079	41
2761	38093	27
2762	38106	13
2763	38121	0
