iter	MAPE
186	0.116306332
187	0.1153053586
188	0.1143285627
189	0.1133374661
190	0.1123496901
191	0.1113770953
192	0.1104063782
193	0.109433009
194	0.1084399922
195	0.1074677793
196	0.1064847985
197	0.1055093287
198	0.1045523607
199	0.1035960186
200	0.1026308393
201	0.1016477736
202	0.1006795391
203	0.0997217966
204	0.09876083966
205	0.09779644547
206	0.09684052772
207	0.09588875802
208	0.09491015863
209	0.09395675517
210	0.09302227783
211	0.09204711569
212	0.09107480733
213	0.09010010137
214	0.08916267478
215	0.0881995006
216	0.08723989099
217	0.0862968046
218	0.08533539149
219	0.08437874173
220	0.0834370504
221	0.08247739835
222	0.08154708497
223	0.08058994721
224	0.07964977294
225	0.07869513885
226	0.07774469525
227	0.07679765708
228	0.07586480289
229	0.07493337559
230	0.07400054792
231	0.073083538
232	0.07216266647
233	0.07127292119
234	0.07039872313
235	0.06953333039
236	0.06869247583
237	0.06785005647
238	0.06699971764
239	0.06622776202
240	0.06543038238
241	0.06466595371
242	0.06387523641
243	0.06310838893
244	0.06232865175
245	0.06157841237
246	0.06081047749
247	0.06008026756
248	0.05932737598
249	0.05860065634
250	0.05783797282
251	0.05711409104
252	0.05636373497
253	0.05564481281
254	0.05488877571
255	0.05417805417
256	0.05346094081
257	0.05275998468
258	0.05204392159
259	0.0513447
260	0.05064998185
261	0.04996408492
262	0.04929055257
263	0.0486114612
264	0.04795027751
265	0.04729104053
266	0.04667155478
267	0.0460510665
268	0.045446449
269	0.04484604851
270	0.04426309951
271	0.04367543224
272	0.04312863012
273	0.04256703136
274	0.04204023747
275	0.04151716461
276	0.04102648577
277	0.04053984889
278	0.04008495623
279	0.03962484403
280	0.03918801818
281	0.03876868361
282	0.03835956532
283	0.03795750455
284	0.03757488708
285	0.03719702502
286	0.0367911716
287	0.03640873713
288	0.03606234611
289	0.03569426537
290	0.03534013787
291	0.03498743726
292	0.03464758922
293	0.03431013082
294	0.03399782326
295	0.03366587614
296	0.03337462177
297	0.03305161788
298	0.03276798064
299	0.03249750894
300	0.03223261218
301	0.03195004112
302	0.03168935871
303	0.03143958745
304	0.03121154305
305	0.03094557744
306	0.03069528371
307	0.03048963451
308	0.03027674215
309	0.03007054925
310	0.02987389632
311	0.02968238337
312	0.02950265681
313	0.02931854881
314	0.02910767742
315	0.0288903877
316	0.02872077134
317	0.02855592629
318	0.02835470362
319	0.02815388939
320	0.02794924007
321	0.0277589657
322	0.02757608036
323	0.02740781397
324	0.02725553772
325	0.02710429847
326	0.02695509877
327	0.02681323772
328	0.02666636665
329	0.02652254031
330	0.02638306889
331	0.02620903131
332	0.02605609996
333	0.02591971836
334	0.02578653266
335	0.02563251125
336	0.0254704908
337	0.02533151269
338	0.02519397473
339	0.02506119482
340	0.02493072233
341	0.02480240342
342	0.02467751117
343	0.02455064302
344	0.02443278971
345	0.024310242
346	0.0241834322
347	0.0240623379
348	0.02394340514
349	0.02382245671
350	0.02370076301
351	0.02358385654
352	0.02346661589
353	0.02334333352
354	0.02321383969
355	0.02307893271
356	0.02296328604
357	0.02284224213
358	0.02269273742
359	0.02255174099
360	0.02241725571
361	0.02228865567
362	0.0221688888
363	0.02205170119
364	0.02191544557
365	0.02178670231
366	0.0216721205
367	0.02155119461
368	0.02144061364
369	0.02133071429
370	0.02122211717
371	0.02110222034
372	0.02099647302
373	0.02088603394
374	0.02077304477
375	0.02065882763
376	0.02055725222
377	0.02044460917
378	0.02033758746
379	0.02023181361
380	0.02012693488
381	0.02002276694
382	0.01992300696
383	0.01982476935
384	0.01973239576
385	0.01963763518
386	0.01954481867
387	0.01945903581
388	0.01936246776
389	0.01927142292
390	0.01917752431
391	0.01908550611
392	0.01899324126
393	0.01890621319
394	0.01882078704
395	0.01872897041
396	0.0186403908
397	0.01856097057
398	0.01847066968
399	0.01838902425
400	0.0183155171
401	0.01823277499
402	0.01815097971
403	0.01807557094
404	0.01799558048
405	0.01791406634
406	0.01782983104
407	0.01774345408
408	0.01766039767
409	0.01757596478
410	0.01749523304
411	0.01741412468
412	0.01733293278
413	0.01725454028
414	0.01717756405
415	0.01710232369
416	0.01702665898
417	0.01695090675
418	0.01687541045
419	0.01680248017
420	0.016721336
421	0.01665092133
422	0.01658341612
423	0.01651798759
424	0.01645741392
425	0.01639029726
426	0.01633305873
427	0.01626502839
428	0.0162051854
429	0.01614738593
430	0.01609406604
431	0.0160392808
432	0.01599337646
433	0.01593325499
434	0.01588153172
435	0.01582542701
436	0.01577027046
437	0.01571950862
438	0.01567445696
439	0.01561543615
440	0.01555471528
441	0.01549028796
442	0.01542941061
443	0.01537062452
444	0.0153103174
445	0.0152529383
446	0.01518651917
447	0.0151212869
448	0.01506632795
449	0.01501459407
450	0.01496817123
451	0.01492638178
452	0.01488519439
453	0.01483385702
454	0.01478743948
455	0.01474487559
456	0.01470543202
457	0.01466331901
458	0.01461784831
459	0.01457007683
460	0.014514972
461	0.01446307898
462	0.01440160621
463	0.01435432936
464	0.01429621959
465	0.01424753442
466	0.01419975762
467	0.01415207896
468	0.01409477413
469	0.01404033501
470	0.01399451024
471	0.01395134563
472	0.0139074742
473	0.01386763413
474	0.01382805795
475	0.01378895121
476	0.01375149017
477	0.01370441621
478	0.01366430826
479	0.01362530629
480	0.01358770865
481	0.01353631823
482	0.01349917943
483	0.01344349775
484	0.01339589335
485	0.01335397925
486	0.01331333556
487	0.01327091092
488	0.01323168483
489	0.01318645283
490	0.01314841227
491	0.01310555797
492	0.0130667085
493	0.01302754208
494	0.01299197073
495	0.01295609968
496	0.0129198971
497	0.0128857964
498	0.01284280286
499	0.01279770612
500	0.01276791789
501	0.01272754605
502	0.01268491321
503	0.0126468647
504	0.01261383814
505	0.01257432826
506	0.01254224721
507	0.01250998448
508	0.01248119614
509	0.01245396597
510	0.01242175894
511	0.01238825365
512	0.01234487952
513	0.01231625959
514	0.01227781458
515	0.01224150326
516	0.01220596904
517	0.01216745375
518	0.01213268601
519	0.01210562293
520	0.01207644339
521	0.01203675184
522	0.01199732949
523	0.01196308821
524	0.01193075918
525	0.01189591984
526	0.01186559454
527	0.01182830191
528	0.01179895926
529	0.01176879177
530	0.01173603574
531	0.01170121098
532	0.01166907556
533	0.01164063465
534	0.01161159701
535	0.011579752
536	0.01154792821
537	0.01151401581
538	0.01148320251
539	0.01145455739
540	0.01142006814
541	0.01138972561
542	0.01136337066
543	0.01132773168
544	0.01129866353
545	0.01127170388
546	0.01124120354
547	0.0112152451
548	0.01118835972
549	0.01116275137
550	0.01113310769
551	0.01110908735
552	0.01108040045
553	0.011052978
554	0.01102823493
555	0.01100223206
556	0.01097527043
557	0.01095115991
558	0.01092982094
559	0.01090801652
560	0.01088607152
561	0.01086371544
562	0.01084171806
563	0.01081434666
564	0.01079069298
565	0.01076600628
566	0.01073735585
567	0.01071114677
568	0.01068626645
569	0.01066152869
570	0.01063575193
571	0.01060956076
572	0.01058489062
573	0.01056289325
574	0.01054066314
575	0.01051756775
576	0.01049444982
577	0.01046966167
578	0.01044696743
579	0.01042325209
580	0.01040089136
581	0.01037940984
582	0.01035894676
583	0.01033830069
584	0.01031647703
585	0.01029406061
586	0.01027249554
587	0.01025125007
588	0.01022971617
589	0.01020943079
590	0.01018529773
591	0.01016457142
592	0.01014489937
593	0.01012500718
594	0.0101026564
595	0.01008164365
596	0.01006255574
597	0.01004312835
598	0.0100246909
599	0.01000639401
600	0.009986908273
601	0.009968243392
602	0.009950791894
603	0.009932129665
604	0.009914140432
605	0.009897136493
606	0.009879984031
607	0.009862691002
608	0.009847082785
609	0.009831397655
610	0.009814404988
611	0.00979869665
612	0.009784271316
613	0.00976754188
614	0.009747823411
615	0.009733051964
616	0.009717297876
617	0.009703829987
618	0.00969032099
619	0.009678112234
620	0.009663594073
621	0.009649898095
622	0.009636137801
623	0.009621473105
624	0.009607576223
625	0.009593888201
626	0.009578185831
627	0.009562323003
628	0.009547536969
629	0.009534233517
630	0.00952318709
631	0.009511330414
632	0.009498434739
633	0.009487442682
634	0.009474831455
635	0.009463978638
636	0.009450659936
637	0.009437331951
638	0.00942132723
639	0.00940697682
640	0.009393252994
641	0.009380038391
642	0.009367305162
643	0.009355134201
644	0.009342400973
645	0.009329391252
646	0.009313515163
647	0.00930143305
648	0.009290688974
649	0.009279535796
650	0.00926937852
651	0.009259118471
652	0.009249346428
653	0.009238185956
654	0.009228046583
655	0.009218403171
656	0.009207570247
657	0.009197397721
658	0.009187321337
659	0.00917826141
660	0.009169042351
661	0.009160542703
662	0.009151277893
663	0.009142196749
664	0.009132531457
665	0.009121437953
666	0.009111016783
667	0.009103427503
668	0.009095812364
669	0.009082967743
670	0.009074106068
671	0.00906276591
672	0.009054392904
673	0.009045425804
674	0.009033418617
675	0.009022101002
676	0.009010085194
677	0.009000099649
678	0.008991792285
679	0.008982621628
680	0.008974427646
681	0.008967274654
682	0.008957523165
683	0.008950533283
684	0.008941996503
685	0.008934183775
686	0.008927083164
687	0.008918728723
688	0.008911941735
689	0.008903259084
690	0.008895233516
691	0.008884656529
692	0.008877148142
693	0.008868391892
694	0.008861905266
695	0.008854828524
696	0.008846611335
697	0.00883987938
698	0.008833710355
699	0.008826411491
700	0.008819401054
701	0.008812313041
702	0.008806098928
703	0.008800781261
704	0.008794705063
705	0.008787079978
706	0.00878061258
707	0.008773990028
708	0.008766126908
709	0.008757725391
710	0.008746275829
711	0.008739466297
712	0.008732447241
713	0.008726099855
714	0.008713904361
715	0.008706355527
716	0.008698204643
717	0.008688814517
718	0.00868232988
719	0.008676709861
720	0.008670149636
721	0.008663149808
722	0.008655211763
723	0.008648308741
724	0.008641008551
725	0.008634718851
726	0.008626733066
727	0.008620522932
728	0.008614003816
729	0.00860848657
730	0.008600167934
731	0.008593929289
732	0.008588515479
733	0.008582328551
734	0.00857566688
735	0.008567830945
736	0.008561639376
737	0.008555381502
738	0.00854609879
739	0.008540120061
740	0.008532109744
741	0.008525385745
742	0.008519565485
743	0.008513862584
744	0.008508853235
745	0.008503501752
746	0.008495868711
747	0.008490074309
748	0.008484851458
749	0.008480929512
750	0.008474769107
751	0.008469295622
752	0.008462313697
753	0.008456685721
754	0.008451765221
755	0.008445443031
756	0.008438261527
757	0.008432767488
758	0.008424714735
759	0.008419315512
760	0.008413427621
761	0.008407617969
762	0.008402153104
763	0.008396188962
764	0.008391910958
765	0.008386818727
766	0.008379937586
767	0.008373349513
768	0.008369388447
769	0.008362139975
770	0.008354896145
771	0.008349525433
772	0.008342797456
773	0.008338645431
774	0.00833425272
775	0.008325948008
776	0.008321113041
777	0.008318445588
778	0.008313841362
779	0.008309577946
780	0.0083025569
781	0.008296417049
782	0.008291596007
783	0.008289433135
784	0.00828541571
785	0.008279883214
786	0.008273153911
787	0.008266781329
788	0.008262053113
789	0.008255966307
790	0.008253230559
791	0.008248422114
792	0.008243170088
793	0.008237688647
794	0.008233226315
795	0.008227872842
796	0.008225037637
797	0.008219345345
798	0.008216465053
799	0.008213818154
800	0.008209764924
801	0.008204269558
802	0.008196438265
803	0.008191393111
804	0.008184238129
805	0.00817802468
806	0.008174201529
807	0.008169890372
808	0.0081645674
809	0.008160420017
810	0.008156275949
811	0.008154205904
812	0.008148735735
813	0.008144404687
814	0.008138962366
815	0.00813376471
816	0.008131786829
817	0.00812759237
818	0.008124841372
819	0.008121867589
820	0.008120229853
821	0.008116416648
822	0.008112260645
823	0.008107350754
824	0.008102063586
825	0.008096287087
826	0.008092239825
827	0.008088012213
828	0.008086015103
829	0.008083132158
830	0.008078904546
831	0.008075959937
832	0.008072101645
833	0.008069976567
834	0.008066915261
835	0.008062108142
836	0.008059267632
837	0.008055801203
838	0.008051775158
839	0.00804818739
840	0.008046145193
841	0.008043489012
842	0.00803763162
843	0.008034675077
844	0.008030389779
845	0.008026028231
846	0.008023263972
847	0.008018981326
848	0.008015029543
849	0.008012558353
850	0.008010723028
851	0.008007803615
852	0.008004258945
853	0.008001919702
854	0.007996184312
855	0.007991875808
856	0.007988330475
857	0.007986947351
858	0.007980661629
859	0.007978555779
860	0.007974106708
861	0.007969674876
862	0.007965727735
863	0.007961495481
864	0.007959310729
865	0.007954072627
866	0.007946404444
867	0.007943125658
868	0.007939278637
869	0.007936145721
870	0.00793395898
871	0.007928878684
872	0.00792575903
873	0.007921493624
874	0.007917349556
875	0.007911764016
876	0.007908254488
877	0.00790499493
878	0.007902775698
879	0.007898379671
880	0.007893185331
881	0.007887218537
882	0.007883825705
883	0.007882351743
884	0.007878175186
885	0.007875688082
886	0.007871816528
887	0.007866110313
888	0.007864237194
889	0.007861787221
890	0.007858477272
891	0.007855513434
892	0.007852938145
893	0.007848959177
894	0.007848018308
895	0.007843833131
896	0.007839437767
897	0.007835455483
898	0.007834362112
899	0.007830226001
900	0.007828763974
901	0.007827700441
902	0.007824191576
903	0.007819481262
904	0.00781439301
905	0.007811282639
906	0.007808428205
907	0.007806234833
908	0.00780576274
909	0.007804603064
910	0.007801345496
911	0.007798568639
912	0.007797068155
913	0.00779296387
914	0.007789673149
915	0.007786043608
916	0.007785395808
917	0.007783754757
918	0.007780827387
919	0.007778611471
920	0.007776532144
921	0.007773962159
922	0.007770079996
923	0.007768117366
924	0.007765132311
925	0.007762573598
926	0.007761285953
927	0.007759548097
928	0.007757564248
929	0.007755653999
930	0.007752456105
931	0.007750582323
932	0.007746011914
933	0.007741986532
934	0.007739443069
935	0.007735854638
936	0.007733728897
937	0.007731095922
938	0.007728976811
939	0.007726632264
940	0.00772315854
941	0.00771887059
942	0.007718242681
943	0.007715611032
944	0.007712740022
945	0.007710319887
946	0.007708326756
947	0.00770513284
948	0.007702811499
949	0.007698140969
950	0.007695819628
951	0.007692914802
952	0.007687920703
953	0.007687050117
954	0.007681525578
955	0.007678147334
956	0.007675576686
957	0.007672366856
958	0.007670015015
959	0.007667192408
960	0.007664834599
961	0.007662110123
962	0.007660298668
963	0.007657755205
964	0.007656354842
965	0.007654001674
966	0.007648101185
967	0.007646154467
968	0.007643132282
969	0.007639374109
970	0.007635634503
971	0.007631587903
972	0.007629310987
973	0.00762636903
974	0.007621908024
975	0.007617163232
976	0.007617119471
977	0.007614236526
978	0.007609135013
979	0.007605681181
980	0.007605960325
981	0.007602956705
982	0.007600838258
983	0.00759972831
984	0.007597846572
985	0.007596023182
986	0.007594051932
987	0.007590868625
988	0.007589447707
989	0.007586510392
990	0.007584511957
991	0.007582917982
992	0.007581159572
993	0.007579454868
994	0.007575969873
995	0.007573719478
996	0.007572870773
997	0.00757099898
998	0.007569691444
999	0.00756776926
1000	0.007566057926
1001	0.007564129111
1002	0.007561951652
1003	0.007559663463
1004	0.007556080336
1005	0.00755330149
1006	0.007549744223
1007	0.007548149585
1008	0.007547085389
1009	0.007544310521
1010	0.007543740297
1011	0.007539305813
1012	0.007536215333
1013	0.007534205626
1014	0.007533028048
1015	0.007531303453
1016	0.007529917013
1017	0.007526605737
1018	0.00752367439
1019	0.007521862935
1020	0.007517683062
1021	0.007514041587
1022	0.007509288175
1023	0.007505260805
1024	0.007503707939
1025	0.007499758809
1026	0.007497656937
1027	0.007495582914
1028	0.007491771698
1029	0.007489593576
1030	0.007488591706
1031	0.007484873317
1032	0.007481427442
1033	0.007477733586
1034	0.007476312668
1035	0.007473980718
1036	0.007471351721
1037	0.007467680409
1038	0.007464513678
1039	0.00746054134
1040	0.007458527655
1041	0.00745729438
1042	0.007454280151
1043	0.007452767732
1044	0.007449723003
1045	0.007449689187
1046	0.00744724253
1047	0.007443882851
1048	0.007442065429
1049	0.007440993275
1050	0.007439209006
1051	0.007438764762
1052	0.007436520997
1053	0.007434806348
1054	0.007431392962
1055	0.007429828825
1056	0.007429029849
1057	0.007427101697
1058	0.007426434668
1059	0.007423886564
1060	0.007422964923
1061	0.007422030684
1062	0.007418561602
1063	0.007416631461
1064	0.007414200717
1065	0.007412937605
1066	0.007412372686
1067	0.007410742907
1068	0.007409737059
1069	0.007407981963
1070	0.007406582263
1071	0.007405383467
1072	0.007404150855
1073	0.007403029636
1074	0.00740248925
1075	0.007400519326
1076	0.007398770198
1077	0.007395205636
1078	0.007393594423
1079	0.007392994362
1080	0.007392331974
1081	0.00739016645
1082	0.00738684987
1083	0.007385241308
1084	0.007381416168
1085	0.007379787715
1086	0.007376996271
1087	0.007375488493
1088	0.007374287708
1089	0.007372792529
1090	0.00737253858
1091	0.007371263533
1092	0.007370340567
1093	0.007369853224
1094	0.007368863952
1095	0.007368271185
1096	0.007367482154
1097	0.007366914583
1098	0.007365753581
1099	0.00736444074
1100	0.007363867864
1101	0.007363320184
1102	0.007361948995
1103	0.007360089138
1104	0.007359237117
1105	0.007357057669
1106	0.007353853144
1107	0.007351066342
1108	0.007350126136
1109	0.007349553923
1110	0.007348823904
1111	0.00734821456
1112	0.007347677489
1113	0.007346385203
1114	0.007345036557
1115	0.007342528236
1116	0.007340943544
1117	0.007336546191
1118	0.007335386515
1119	0.007335212133
1120	0.007331910803
1121	0.007328557755
1122	0.007326929302
1123	0.007325904888
1124	0.007323886562
1125	0.007322767995
1126	0.007320035562
1127	0.007318045747
1128	0.007317590894
1129	0.007314593904
1130	0.007311744111
1131	0.00731063549
1132	0.007309302758
1133	0.007307655077
1134	0.007305608902
1135	0.007305292627
1136	0.007302371225
1137	0.007301574901
1138	0.007299910643
1139	0.007298885566
1140	0.007297477909
1141	0.007295303766
1142	0.00729368327
1143	0.007290913043
1144	0.007289830281
1145	0.007288909303
1146	0.007287647518
1147	0.007286454026
1148	0.007284561679
1149	0.007283140098
1150	0.007278012726
1151	0.007274926887
1152	0.00727499916
1153	0.007273313021
1154	0.007270451294
1155	0.007268516512
1156	0.007268210845
1157	0.007266180584
1158	0.007263027777
1159	0.007259845133
1160	0.007258204745
1161	0.007256473519
1162	0.00725415483
1163	0.007253504378
1164	0.007252806848
1165	0.007251365376
1166	0.007245843488
1167	0.007245429744
1168	0.007243799965
1169	0.007240340829
1170	0.007238929194
1171	0.00723707663
1172	0.007234984041
1173	0.00723436873
1174	0.007233449079
1175	0.007232316588
1176	0.00722926125
1177	0.007228245456
1178	0.007225570045
1179	0.00722573846
1180	0.007223623328
1181	0.007220545446
1182	0.00721762537
1183	0.007216925852
1184	0.007215302703
1185	0.007214424161
1186	0.007211144048
1187	0.007208797511
1188	0.007207927589
1189	0.007206458931
1190	0.007205125536
1191	0.007204087198
1192	0.007203028969
1193	0.007201644519
1194	0.007199878151
1195	0.007198286829
1196	0.007197263742
1197	0.00719415536
1198	0.00719349695
1199	0.007191658973
1200	0.007191070184
1201	0.007190769159
1202	0.00719013263
1203	0.007189291882
1204	0.00718903064
1205	0.00718711376
1206	0.007185568851
1207	0.007184540459
1208	0.007181449316
1209	0.007180562154
1210	0.007179079573
1211	0.007175668176
1212	0.007175217964
1213	0.007174842678
1214	0.007173693611
1215	0.007172647979
1216	0.007170786133
1217	0.00717003357
1218	0.007170364432
1219	0.00716887522
1220	0.007168350084
1221	0.007167661174
1222	0.007166947731
1223	0.007166424584
1224	0.007164388355
1225	0.007161708304
1226	0.007161576356
1227	0.007160203178
1228	0.007159303418
1229	0.00715842156
1230	0.007156759292
1231	0.007156303776
1232	0.007154962424
1233	0.007152168991
1234	0.007151867303
1235	0.007150390026
1236	0.0071501931
1237	0.007149463081
1238	0.007147932759
1239	0.007146230708
1240	0.007145421123
1241	0.007143267533
1242	0.007142690679
1243	0.007141352643
1244	0.007140838778
1245	0.007139517981
1246	0.007138827745
1247	0.007138485611
1248	0.007138420632
1249	0.007136513698
1250	0.007134644557
1251	0.007132906701
1252	0.007131227193
1253	0.007128782525
1254	0.007125890297
1255	0.007125020374
1256	0.007124692827
1257	0.007123903797
1258	0.007122177875
1259	0.007121813197
1260	0.007120851774
1261	0.007120379681
1262	0.007118720728
1263	0.007117731456
1264	0.007116937784
1265	0.007116274071
1266	0.007115405474
1267	0.007113839348
1268	0.007112865326
1269	0.007110672617
1270	0.007110455136
1271	0.007110122285
1272	0.007107938858
1273	0.007105434515
1274	0.007103458624
1275	0.007102509798
1276	0.007098288153
1277	0.007096722027
1278	0.007095826246
1279	0.007095610091
1280	0.007094221663
1281	0.007094258793
1282	0.007094106292
1283	0.007093620938
1284	0.007090979344
1285	0.007090730037
1286	0.007087751612
1287	0.007086957278
1288	0.007086037626
1289	0.007085548294
1290	0.007083974212
1291	0.007083846906
1292	0.007083397358
1293	0.007082759503
1294	0.007081670773
1295	0.007081466553
1296	0.007080558174
1297	0.007080665588
1298	0.007079716099
1299	0.007078869383
1300	0.007078045211
1301	0.007077620859
1302	0.007076284148
1303	0.007075631706
1304	0.007074641108
1305	0.007072185168
1306	0.007072130135
1307	0.007069978535
1308	0.007068019882
1309	0.007066544594
1310	0.007065518855
1311	0.007065669367
1312	0.007064931392
1313	0.007063814151
1314	0.007060637474
1315	0.007058946695
1316	0.007057996543
1317	0.007056496059
1318	0.007054727039
1319	0.007053633668
1320	0.007053157598
1321	0.007050751386
1322	0.007050730832
1323	0.007050020041
1324	0.007047961931
1325	0.007047606536
1326	0.007044882723
1327	0.007044813766
1328	0.007043593089
1329	0.007042770243
1330	0.007042663492
1331	0.007042220574
1332	0.007041206769
1333	0.007038982897
1334	0.007037945222
1335	0.007037288802
1336	0.007036130452
1337	0.007034974754
1338	0.007032154799
1339	0.007032390845
1340	0.007031049493
1341	0.007029900426
1342	0.007029465465
1343	0.007029391203
1344	0.007029027188
1345	0.00702722369
1346	0.007025788185
1347	0.007025139721
1348	0.007023860033
1349	0.007022812413
1350	0.007021904696
1351	0.007018947489
1352	0.007018277808
1353	0.007017391972
1354	0.00701741319
1355	0.007015077925
1356	0.007013289677
1357	0.007012849411
1358	0.00701134097
1359	0.007010144826
1360	0.007008471949
1361	0.007006594189
1362	0.007006738734
1363	0.007004969052
1364	0.007003777549
1365	0.00700332999
1366	0.007002885746
1367	0.007002273087
1368	0.007000589601
1369	0.00699944186
1370	0.006999494904
1371	0.006999089117
1372	0.006998342521
1373	0.006997544208
1374	0.006997615818
1375	0.006997627753
1376	0.006996165062
1377	0.006996068257
1378	0.006996603339
1379	0.006995792428
1380	0.006992023647
1381	0.006990532446
1382	0.006987965113
1383	0.006987664088
1384	0.006986228583
1385	0.006985786991
1386	0.006985394465
1387	0.006983774631
1388	0.006983694402
1389	0.006983359562
1390	0.00698297234
1391	0.006981376376
1392	0.006980737858
1393	0.006979501269
1394	0.006977439181
1395	0.006975425495
1396	0.0069750701
1397	0.00697265991
1398	0.006972373472
1399	0.006971855629
1400	0.006972069795
1401	0.0069711276
1402	0.006969774313
1403	0.006969660931
1404	0.006968505233
1405	0.00696784815
1406	0.006967290524
1407	0.006966626147
1408	0.006966016141
1409	0.006964599864
1410	0.006963637114
1411	0.006960358328
1412	0.006960209141
1413	0.006959682016
1414	0.006959150912
1415	0.006958580688
1416	0.006958725234
1417	0.006955758744
1418	0.006955053258
1419	0.006954982975
1420	0.006954160792
1421	0.00695357797
1422	0.006952798885
1423	0.006953037583
1424	0.006952096051
1425	0.006950908527
1426	0.006951427033
1427	0.006951301053
1428	0.006951062355
1429	0.006951592796
1430	0.006951267238
1431	0.006950732819
1432	0.006948753612
1433	0.006948576577
1434	0.006946751198
1435	0.006946926244
1436	0.006945555055
1437	0.006945228834
1438	0.006942845829
1439	0.006941113277
1440	0.006941139136
1441	0.006940547695
1442	0.006940470118
1443	0.006937157516
1444	0.006935866556
1445	0.006935241962
1446	0.006935156428
1447	0.006935021829
1448	0.006934669086
1449	0.006933360223
1450	0.006933039307
1451	0.006930883066
1452	0.00692997336
1453	0.006929891141
1454	0.006929688248
1455	0.006928085654
1456	0.006927798553
1457	0.006927448462
1458	0.006926848401
1459	0.006926349787
1460	0.006925677453
1461	0.006924306927
1462	0.006924091436
1463	0.00692276666
1464	0.00692293176
1465	0.006922430493
1466	0.006922112892
1467	0.006922122175
1468	0.006921246948
1469	0.006920869672
1470	0.006920927357
1471	0.006919859182
1472	0.006918437601
1473	0.006916256164
1474	0.006914727832
1475	0.006913418969
1476	0.006912023247
1477	0.006910979605
1478	0.006910189912
1479	0.006909080628
1480	0.006909054769
1481	0.006908774298
1482	0.006907981952
1483	0.0069077532
1484	0.006906424446
1485	0.006903853135
1486	0.006904134931
1487	0.006904149519
1488	0.006904020224
1489	0.006903652893
1490	0.006902603947
1491	0.00690286983
1492	0.006902792917
1493	0.006902925527
1494	0.006902421608
1495	0.006901353433
1496	0.006900909852
1497	0.006899006233
1498	0.006899904667
1499	0.006898927993
1500	0.006898574587
